	Property Name	Property Location	Price	Property Info	Bedroom	Bathroom	Car Porch
137	La Grande Kiara, Bukit Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,025,000(RM 518.72 per sq. ft.)	Condominium  •  Built-up : 1,976 sq. ft.  •  Fully furnished	3+1	3	2
138	Arte Cheras, Taman Midah, Cheras	Cheras, Kuala Lumpur	RM 454,000(RM 512.42 per sq. ft.)	Serviced Residence  •  Built-up : 886 sq. ft.	3	2	1
139	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,550,000(RM 1036.1 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,496 sq. ft.  •  Fully furnished	3+1	4	2
140	Aria, KLCC	KLCC, Kuala Lumpur	RM 2,160,000(RM 1438.08 per sq. ft.)	Serviced Residence  •  Built-up : 1,502 sq. ft.  •  Fully furnished	3	3	2
141	Rica Residence, Sentul	Sentul, Kuala Lumpur	RM 530,000(RM 482.7 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,098 sq. ft.  •  Unfurnished	2+1	3	2
142	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
143	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 959.04 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished	2	2	2
144	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 959.04 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished	2	2	2
145	Safa Terraces Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1045.3 per sq. ft.)	2-sty Terrace/Link House | Corner lot  •  Built-up : 3,444 sq. ft.	5+1	4	3
146	Hampton Height Damansara, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 630,000(RM 688.52 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 915 sq. ft.	2	2	2
147	None	Taman Melawati, Kuala Lumpur	From RM 2,142,888 - RM 2,839,888	Condominium  •  Built-up : From 2,917 - 3,638 sq. ft.	None	None	None
148	Hampton Height Damansara, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 963,000(RM 675.32 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,426 sq. ft.	3	2	2
149	TRX Residence @ TRX, KL City	KL City, Kuala Lumpur	RM 2,120,000(RM 1743.42 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,216 sq. ft.  •  Fully furnished	3	2	None
150	Lakeville Residence	Jalan Kuching, Kuala Lumpur	Contact for price	Serviced Residence  •  Built-up : From 977 - 1,345 sq. ft.	None	None	None
151	Aria, KLCC	KLCC, Kuala Lumpur	RM 1,640,000(RM 1415.01 per sq. ft.)	Serviced Residence  •  Built-up : 1,159 sq. ft.  •  Fully furnished	2	2	1
152	Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,900,000(RM 836.7 per sq. ft.)	Condominium | Duplex  •  Built-up : 3,466 sq. ft.  •  Partly furnished	4+1	5	3
153	Binjai Residency, KL City Centre, KLCC	KLCC, Kuala Lumpur	RM 1,800,000(RM 782.61 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 2,300 sq. ft.  •  Partly furnished	3+1	5	2
154	None	Wangsa Maju, Kuala Lumpur	Contact for price	Condominium  •  Built-up : From 850 - 1,200 sq. ft.	None	None	None
155	Hijauan Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,700,000(RM 621.57 per sq. ft.)	Condominium  •  Built-up : 2,735 sq. ft.  •  Partly furnished	4+1	3	2
156	Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,000,000(RM 819.67 per sq. ft.)	Condominium | Duplex  •  Built-up : 3,660 sq. ft.  •  Partly furnished	4+1	5	3
157	Desa Villa Condominium, Taman Bukit Desa, Taman Desa	Taman Desa, Kuala Lumpur	RM 620,000(RM 533.56 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,162 sq. ft.  •  Partly furnished	3	2	1
158	None	Sentul, Kuala Lumpur	From RM 380,000	Serviced Residence  •  Built-up : From 550 - 1,025 sq. ft.	None	None	None
159	Langgak Tunku, Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 12,000,000(RM 1200 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 10,000 sq. ft.	6+3	8	8
160	Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 900 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 20,000 sq. ft.	6+2	8	10
161	Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 1956.52 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 11,500 sq. ft.  •  Fully furnished	5+3	6	8
162	taman cheras idaman 2, k, bandar sungai long, Cheras	Cheras, Kuala Lumpur	RM 869,000(RM 482.78 per sq. ft.)	2-sty Terrace/Link House | Corner lot  •  Built-up : 1,800 sq. ft.  •  Partly furnished	4	3	None
163	The Breezeway, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 1044.89 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,292 sq. ft.  •  Partly furnished	2	2	2
164	Astrum Ampang, Keramat	Keramat, Kuala Lumpur	RM 230,000(RM 821.43 per sq. ft.)	Serviced Residence | Studio  •  Built-up : 280 sq. ft.  •  Partly furnished	Studio	1	None
165	Zenia Parkhomes, Zenia, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,700,000(RM 843.75 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished	4+1	6	2
166	Kepong	Kepong, Kuala Lumpur	RM 700,000(RM 350 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,000 sq. ft.	4	4	4
167	Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 820,000(RM 506.17 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,620 sq. ft.  •  Partly furnished	3+1	4	2
168	Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 470,000(RM 504.29 per sq. ft.)	Condominium | Intermediate  •  Built-up : 932 sq. ft.  •  Unfurnished	3+1	2	2
169	The Panorama, KLCC	KLCC, Kuala Lumpur	RM 700,000(RM 1166.67 per sq. ft.)	Serviced Residence  •  Built-up : 600 sq. ft.  •  Partly furnished	1	1	1
170	LakePark Residence @ KL North, Pusat Bandar Utara, Batu Caves	Batu Caves, Kuala Lumpur	RM 498,000(RM 510.77 per sq. ft.)	Serviced Residence  •  Built-up : 975 sq. ft.  •  Fully furnished	3	2	3
171	None	Sentul, Kuala Lumpur	From RM 530,000	Condominium  •  Built-up : From 850 sq. ft.	None	None	None
172	Seri Riana Residence, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 1,090,000(RM 554.14 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,967 sq. ft.  •  Unfurnished	3+1	4	3
173	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
174	None	Kepong, Kuala Lumpur	From RM 385,000	Serviced Residence  •  Built-up : From 700 - 1,000 sq. ft.	None	None	None
175	Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 3,100,000(RM 968.75 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished	5+1	4	None
176	Taman Tun Dr Ismail TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,700,000(RM 1044.44 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished	5+2	4	None
177	TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,550,000(RM 704.55 per sq. ft.)	2-sty Terrace/Link House | End lot  •  Built-up : 2,200 sq. ft.  •  Partly furnished	4+1	3	None
178	None	Kuchai Lama, Kuala Lumpur	From RM 499,000	Serviced Residence  •  Built-up : From 708 - 1,198 sq. ft.	None	None	None
179	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,000,000(RM 793.97 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,519 sq. ft.  •  Partly furnished	4+1	5	4
180	Basalta Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 548,000(RM 606.19 per sq. ft.)	Serviced Residence  •  Built-up : 904 sq. ft.  •  Fully furnished	2	2	1
181	Bukit Segambut Apartment, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 390,000(RM 391.96 per sq. ft.)	Apartment | Intermediate  •  Built-up : 995 sq. ft.  •  Fully furnished	3	2	1
182	None	Cheras, Kuala Lumpur	From RM 480,000	Serviced Residence  •  Built-up : From 850 - 1,000 sq. ft.	None	None	None
183	Taman Megah Kepong, Kepong Baru, Kepong	Kepong, Kuala Lumpur	RM 1,708,000(RM 503.83 per sq. ft.)	3-sty Terrace/Link House | End lot  •  Built-up : 3,390 sq. ft.  •  Unfurnished	6+1	6	None
184	28 Mont Kiara @ MK28, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,820,000(RM 717.95 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,535 sq. ft.	3+1	3	3
185	Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 788,000(RM 715.06 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,102 sq. ft.	2+1	2	1
186	Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,000,000(RM 761.61 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,313 sq. ft.  •  Fully furnished	3	2	4
187	Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 788,000(RM 715.06 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,102 sq. ft.  •  Fully furnished	2+1	2	1
188	Duta Nusantara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 4,650,000(RM 1162.5 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	5	4
189	Duta Nusantara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 4,300,000(RM 1075 per sq. ft.)	Semi-detached House  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	4	4
190	Kiara Hills, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 6,380,000(RM 853.28 per sq. ft.)	Bungalow  •  Built-up : 7,477 sq. ft.  •  Unfurnished	5+1	6	6
191	KIARA HILLS, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 8,500,000(RM 1287.88 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 6,600 sq. ft.  •  Partly furnished	6+1	7	6
192	Country Heights Damansara, KL, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,000,000(RM 1529.41 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 8,500 sq. ft.  •  Fully furnished	5+2	7	6
193	Country Heights Damansara , Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,300,000(RM 275 per sq. ft.)	Bungalow Land  •  Land area : 12,000 sq. ft.	None	None	None
194	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 7,900,000(RM 831.58 per sq. ft.)	Bungalow  •  Built-up : 9,500 sq. ft.	5	6	6
195	None	Taman Melawati, Kuala Lumpur	From RM 502,000 - RM 741,000	Serviced Residence  •  Built-up : From 651 - 865 sq. ft.	None	None	None
196	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 19,500,000(RM 1536.52 per sq. ft.)	Bungalow  •  Built-up : 12,691 sq. ft.	6+1	7	4
197	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,200,000(RM 736 per sq. ft.)	Bungalow  •  Built-up : 12,500 sq. ft.  •  Fully furnished	6+1	8	6
198	None	Bukit Kiara, Kuala Lumpur	From RM 4,800,000	Villa  •  Built-up : From 4,422 - 5,488 sq. ft.	None	None	None
199	Enclave Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 13,800,000(RM 1725 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 8,000 sq. ft.  •  Partly furnished	6+1	8	6
200	Taman SA, Bangsar	Bangsar, Kuala Lumpur	RM 9,000,000(RM 968.99 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 9,288 sq. ft.  •  Partly furnished	6	8	None
201	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
202	None	Taman Melawati, Kuala Lumpur	From RM 499,000	Serviced Residence  •  Built-up : From 633 sq. ft.	None	None	None
203	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
204	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,800,000(RM 1444.87 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 9,551 sq. ft.  •  Partly furnished	5+1	7	None
205	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,800,000(RM 1088.89 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 9,000 sq. ft.  •  Fully furnished	9	9	6
206	None	Cheras, Kuala Lumpur	From RM 570,000	Condominium  •  Built-up : From 840 - 1,400 sq. ft.	None	None	None
207	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,280,000(RM 951.11 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished	5+1	5	4
208	Damansara Heights , Damansara Heights	Damansara Heights, Kuala Lumpur	RM 14,800,000(RM 740 per sq. ft.)	Bungalow  •  Built-up : 20,000 sq. ft.  •  Partly furnished	6	5	None
209	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 1625 per sq. ft.)	Bungalow  •  Built-up : 8,000 sq. ft.  •  Fully furnished	6+1	9	10
210	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,500,000(RM 350 per sq. ft.)	Bungalow Land  •  Land area : 10,000 sq. ft.	None	None	None
211	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,280,000(RM 349.87 per sq. ft.)	Bungalow Land  •  Land area : 9,375 sq. ft.	None	None	None
212	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,000,000(RM 818.18 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 11,000 sq. ft.  •  Partly furnished	6+1	8	None
213	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 19,800,000(RM 2122.41 per sq. ft.)	Bungalow  •  Built-up : 9,329 sq. ft.  •  Partly furnished	6+1	8	3
214	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,200,000(RM 736 per sq. ft.)	Bungalow  •  Built-up : 12,500 sq. ft.  •  Fully furnished	6+1	8	6
215	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 8,500,000(RM 1416.67 per sq. ft.)	Bungalow  •  Built-up : 6,000 sq. ft.  •  Partly furnished	5+2	5	None
216	Windsor Tower, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 870,000(RM 696 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,250 sq. ft.  •  Partly furnished	3	2	2
217	Taman Duta	Taman Duta, Kuala Lumpur	RM 7,000,000(RM 264.15 per sq. ft.)	Bungalow Land  •  Land area : 26,500 sq. ft.	None	None	None
218	Pantai Panorama Condominiums, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 980,000(RM 816.67 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,200 sq. ft.  •  Fully furnished	3	2	1
219	None	Bukit Jalil, Kuala Lumpur	From RM 553,000 - RM 843,000	Condominium  •  Built-up : From 805 - 1,209 sq. ft.	None	None	None
220	The Residence, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 9,500,000(RM 1130.95 per sq. ft.)	Bungalow  •  Built-up : 8,400 sq. ft.	7+1	7	None
221	Bukit Tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 4,400,000(RM 400 per sq. ft.)	Bungalow Land  •  Land area : 11,000 sq. ft.	None	None	None
222	The Pearl KLCC, KL, KLCC	KLCC, Kuala Lumpur	RM 1,900,000(RM 611.13 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,109 sq. ft.  •  Partly furnished	3+1	5	3
223	Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 2045.45 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 11,000 sq. ft.  •  Partly furnished	5+2	7	9
224	TIJANI, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 28,500,000(RM 1781.25 per sq. ft.)	Bungalow  •  Built-up : 16,000 sq. ft.  •  Partly furnished	6	8	12
225	Taman Yarl, OUG	OUG, Kuala Lumpur	RM 3,283,920(RM 547.32 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 6,000 sq. ft.  •  Unfurnished	6+1	9	4
226	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 748.25 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	2	2	2
227	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,300,000(RM 846.91 per sq. ft.)	Condominium  •  Built-up : 1,535 sq. ft.  •  Partly furnished	3	2	2
228	Levenue Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1000 per sq. ft.)	Semi-detached House  •  Built-up : 3,600 sq. ft.  •  Partly furnished	4+2	5	4
229	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 1,630,000(RM 815 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished	4+1	3	2
230	The Oval, KLCC	KLCC, Kuala Lumpur	RM 3,500,000(RM 898.13 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 3,897 sq. ft.  •  Partly furnished	4	4	None
231	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
232	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,800,000(RM 983.61 per sq. ft.)	Condominium  •  Built-up : 1,830 sq. ft.  •  Fully furnished	4+1	4	2
233	The Mansions, Mansions, Desa Park City, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 5,850,000(RM 941.57 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 6,213 sq. ft.  •  Partly furnished	5+1	6	5
234	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,550,000(RM 1036.1 per sq. ft.)	Condominium  •  Built-up : 1,496 sq. ft.  •  Fully furnished	3+1	4	2
235	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,250,000(RM 1041.67 per sq. ft.)	Condominium  •  Built-up : 1,200 sq. ft.  •  Fully furnished	3	2	2
236	Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 17,400,000(RM 580 per sq. ft.)	Bungalow Land  •  Land area : 30,000 sq. ft.	None	None	None
237	Setiamurni, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 7,300,000(RM 793.48 per sq. ft.)	Bungalow Land  •  Land area : 9,200 sq. ft.	None	None	None
238	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 15,000,000(RM 1000 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 15,000 sq. ft.  •  Partly furnished	10+2	10	10
239	Hartamas Heights, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 12,800,000(RM 1056.02 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 12,121 sq. ft.  •  Partly furnished	8+1	11	6
240	Paragon Heights, Bukit Jalil, Bandar Kinrara , Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,130,000(RM 333.53 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 3,388 sq. ft.	6	5	None
241	Southlake Terraces, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,050,000(RM 931.82 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	3+1	4	3
242	Altris Residences @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 365,000(RM 565.02 per sq. ft.)	Serviced Residence | Duplex  •  Built-up : 646 sq. ft.	2	2	1
243	Jalan Setiabakti, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,500,000(RM 900 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 5,000 sq. ft.  •  Partly furnished	6	4	4
244	Bukit Damansara (Guarded), KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	Bungalow  •  Built-up : 5,000 sq. ft.	5	5	4
245	Bukit Tunku, Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 34,000,000(RM 1030.3 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 33,000 sq. ft.  •  Partly furnished	9+2	10	12
246	New 2 Sty Garden Homes w Clubhouse @ Wangsa Maju, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 950,000(RM 413.04 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,300 sq. ft.	4	4	2
247	Country Heights Damansara , Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,500,000(RM 376.34 per sq. ft.)	Bungalow Land  •  Land area : 9,300 sq. ft.	None	None	None
248	TERASEK, Bangsar	Bangsar, Kuala Lumpur	RM 2,050,000(RM 820 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,500 sq. ft.  •  Partly furnished	5	5	2
249	The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 880,000(RM 581.63 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,513 sq. ft.  •  Partly furnished	4	3	2
250	The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,120,000(RM 632.05 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,772 sq. ft.  •  Partly furnished	4+1	4	4
251	Hampshire Park Condominium, Hampshire Park, KLCC	KLCC, Kuala Lumpur	RM 3,100,000(RM 600.78 per sq. ft.)	Condominium | Penthouse  •  Built-up : 5,160 sq. ft.  •  Partly furnished	5+1	6	3
252	The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,150,000(RM 595.85 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,930 sq. ft.  •  Partly furnished	5+1	4	4
253	The Breezeway Parkhome, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 984.68 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 3,656 sq. ft.  •  Partly furnished	5	6	5
