Property Name	Property Location	Price	Bedroom	Bathroom	Car Porch	Property Type	Built Up Area	Status
Safa Terraces Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1045.3 per sq. ft.)	5+1	4	3	2-sty Terrace/Link House | Corner lot 	 Built-up : 3,444 sq. ft.	Unfurnished
Hampton Height Damansara, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 630,000(RM 688.52 per sq. ft.)	2	2	2	Serviced Residence | Intermediate 	 Built-up : 915 sq. ft.	Unfurnished
Hampton Height Damansara, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 963,000(RM 675.32 per sq. ft.)	3	2	2	Serviced Residence | Corner lot 	 Built-up : 1,426 sq. ft.	Unfurnished
TRX Residence @ TRX, KL City	KL City, Kuala Lumpur	RM 2,120,000(RM 1743.42 per sq. ft.)	3	2	None	Serviced Residence | Intermediate 	 Built-up : 1,216 sq. ft. 	 Fully furnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 1,640,000(RM 1415.01 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 1,159 sq. ft. 	 Fully furnished
Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,900,000(RM 836.7 per sq. ft.)	4+1	5	3	Condominium | Duplex 	 Built-up : 3,466 sq. ft. 	 Partly furnished
Binjai Residency, KL City Centre, KLCC	KLCC, Kuala Lumpur	RM 1,800,000(RM 782.61 per sq. ft.)	3+1	5	2	Serviced Residence | Intermediate 	 Built-up : 2,300 sq. ft. 	 Partly furnished
Hijauan Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,700,000(RM 621.57 per sq. ft.)	4+1	3	2	Condominium 	 Built-up : 2,735 sq. ft. 	 Partly furnished
Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,000,000(RM 819.67 per sq. ft.)	4+1	5	3	Condominium | Duplex 	 Built-up : 3,660 sq. ft. 	 Partly furnished
Desa Villa Condominium, Taman Bukit Desa, Taman Desa	Taman Desa, Kuala Lumpur	RM 620,000(RM 533.56 per sq. ft.)	3	2	1	Condominium | Corner lot 	 Built-up : 1,162 sq. ft. 	 Partly furnished
Langgak Tunku, Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 12,000,000(RM 1200 per sq. ft.)	6+3	8	8	Bungalow | Corner lot 	 Built-up : 10,000 sq. ft.	Unfurnished
Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 18,000,000(RM 900 per sq. ft.)	6+2	8	10	Bungalow | Corner lot 	 Built-up : 20,000 sq. ft.	Unfurnished
Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 1956.52 per sq. ft.)	5+3	6	8	Bungalow | Corner lot 	 Built-up : 11,500 sq. ft. 	 Fully furnished
taman cheras idaman 2, k, bandar sungai long, Cheras	Cheras, Kuala Lumpur	RM 869,000(RM 482.78 per sq. ft.)	4	3	None	2-sty Terrace/Link House | Corner lot 	 Built-up : 1,800 sq. ft. 	 Partly furnished
The Breezeway, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 1044.89 per sq. ft.)	2	2	2	Condominium | Intermediate 	 Built-up : 1,292 sq. ft. 	 Partly furnished
Astrum Ampang, Keramat	Keramat, Kuala Lumpur	RM 230,000(RM 821.43 per sq. ft.)	Studio	1	None	Serviced Residence | Studio 	 Built-up : 280 sq. ft. 	 Partly furnished
Zenia Parkhomes, Zenia, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,700,000(RM 843.75 per sq. ft.)	4+1	6	2	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,200 sq. ft. 	 Partly furnished
Kepong	Kepong, Kuala Lumpur	RM 700,000(RM 350 per sq. ft.)	4	4	4	2-sty Terrace/Link House 	 Built-up : 2,000 sq. ft.	Unfurnished
Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 820,000(RM 506.17 per sq. ft.)	3+1	4	2	Condominium | Intermediate 	 Built-up : 1,620 sq. ft. 	 Partly furnished
Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 470,000(RM 504.29 per sq. ft.)	3+1	2	2	Condominium | Intermediate 	 Built-up : 932 sq. ft. 	 Unfurnished
The Panorama, KLCC	KLCC, Kuala Lumpur	RM 700,000(RM 1166.67 per sq. ft.)	1	1	1	Serviced Residence 	 Built-up : 600 sq. ft. 	 Partly furnished
LakePark Residence @ KL North, Pusat Bandar Utara, Batu Caves	Batu Caves, Kuala Lumpur	RM 498,000(RM 510.77 per sq. ft.)	3	2	3	Serviced Residence 	 Built-up : 975 sq. ft. 	 Fully furnished
Seri Riana Residence, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 1,090,000(RM 554.14 per sq. ft.)	3+1	4	3	Condominium | Corner lot 	 Built-up : 1,967 sq. ft. 	 Unfurnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,283 sq. ft. 	 Partly furnished
Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 3,100,000(RM 968.75 per sq. ft.)	5+1	4	None	Semi-detached House | Intermediate 	 Built-up : 3,200 sq. ft. 	 Partly furnished
Taman Tun Dr Ismail TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,700,000(RM 1044.44 per sq. ft.)	5+2	4	None	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,550,000(RM 704.55 per sq. ft.)	4+1	3	None	2-sty Terrace/Link House | End lot 	 Built-up : 2,200 sq. ft. 	 Partly furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,000,000(RM 793.97 per sq. ft.)	4+1	5	4	Condominium | Corner lot 	 Built-up : 2,519 sq. ft. 	 Partly furnished
Basalta Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 548,000(RM 606.19 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 904 sq. ft. 	 Fully furnished
Bukit Segambut Apartment, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 390,000(RM 391.96 per sq. ft.)	3	2	1	Apartment | Intermediate 	 Built-up : 995 sq. ft. 	 Fully furnished
Taman Megah Kepong, Kepong Baru, Kepong	Kepong, Kuala Lumpur	RM 1,708,000(RM 503.83 per sq. ft.)	6+1	6	None	3-sty Terrace/Link House | End lot 	 Built-up : 3,390 sq. ft. 	 Unfurnished
28 Mont Kiara @ MK28, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,820,000(RM 717.95 per sq. ft.)	3+1	3	3	Condominium | Corner lot 	 Built-up : 2,535 sq. ft.	Unfurnished
Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 788,000(RM 715.06 per sq. ft.)	2+1	2	1	Serviced Residence | Intermediate 	 Built-up : 1,102 sq. ft.	Unfurnished
Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,000,000(RM 761.61 per sq. ft.)	3	2	4	Serviced Residence | Corner lot 	 Built-up : 1,313 sq. ft. 	 Fully furnished
Glomac Damansara, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 788,000(RM 715.06 per sq. ft.)	2+1	2	1	Serviced Residence | Intermediate 	 Built-up : 1,102 sq. ft. 	 Fully furnished
Duta Nusantara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 4,650,000(RM 1162.5 per sq. ft.)	5+1	5	4	Semi-detached House | Intermediate 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Duta Nusantara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 4,300,000(RM 1075 per sq. ft.)	5+1	4	4	Semi-detached House 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Kiara Hills, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 6,380,000(RM 853.28 per sq. ft.)	5+1	6	6	Bungalow 	 Built-up : 7,477 sq. ft. 	 Unfurnished
KIARA HILLS, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 8,500,000(RM 1287.88 per sq. ft.)	6+1	7	6	Bungalow | Corner lot 	 Built-up : 6,600 sq. ft. 	 Partly furnished
Country Heights Damansara, KL, Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,000,000(RM 1529.41 per sq. ft.)	5+2	7	6	Bungalow | Corner lot 	 Built-up : 8,500 sq. ft. 	 Fully furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 7,900,000(RM 831.58 per sq. ft.)	5	6	6	Bungalow 	 Built-up : 9,500 sq. ft.	Unfurnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 19,500,000(RM 1536.52 per sq. ft.)	6+1	7	4	Bungalow 	 Built-up : 12,691 sq. ft.	Unfurnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,200,000(RM 736 per sq. ft.)	6+1	8	6	Bungalow 	 Built-up : 12,500 sq. ft. 	 Fully furnished
Enclave Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 13,800,000(RM 1725 per sq. ft.)	6+1	8	6	Bungalow | Corner lot 	 Built-up : 8,000 sq. ft. 	 Partly furnished
Taman SA, Bangsar	Bangsar, Kuala Lumpur	RM 9,000,000(RM 968.99 per sq. ft.)	6	8	None	Bungalow | Corner lot 	 Built-up : 9,288 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,283 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,800,000(RM 1444.87 per sq. ft.)	5+1	7	None	Bungalow | Corner lot 	 Built-up : 9,551 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,800,000(RM 1088.89 per sq. ft.)	9	9	6	Bungalow | Intermediate 	 Built-up : 9,000 sq. ft. 	 Fully furnished
Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,280,000(RM 951.11 per sq. ft.)	5+1	5	4	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Damansara Heights , Damansara Heights	Damansara Heights, Kuala Lumpur	RM 14,800,000(RM 740 per sq. ft.)	6	5	None	Bungalow 	 Built-up : 20,000 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 1625 per sq. ft.)	6+1	9	10	Bungalow 	 Built-up : 8,000 sq. ft. 	 Fully furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,000,000(RM 818.18 per sq. ft.)	6+1	8	None	Bungalow | Corner lot 	 Built-up : 11,000 sq. ft. 	 Partly furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 19,800,000(RM 2122.41 per sq. ft.)	6+1	8	3	Bungalow 	 Built-up : 9,329 sq. ft. 	 Partly furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 9,200,000(RM 736 per sq. ft.)	6+1	8	6	Bungalow 	 Built-up : 12,500 sq. ft. 	 Fully furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 8,500,000(RM 1416.67 per sq. ft.)	5+2	5	None	Bungalow 	 Built-up : 6,000 sq. ft. 	 Partly furnished
Windsor Tower, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 870,000(RM 696 per sq. ft.)	3	2	2	Serviced Residence | Intermediate 	 Built-up : 1,250 sq. ft. 	 Partly furnished
Pantai Panorama Condominiums, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 980,000(RM 816.67 per sq. ft.)	3	2	1	Condominium | Corner lot 	 Built-up : 1,200 sq. ft. 	 Fully furnished
The Residence, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 9,500,000(RM 1130.95 per sq. ft.)	7+1	7	None	Bungalow 	 Built-up : 8,400 sq. ft.	Unfurnished
The Pearl KLCC, KL, KLCC	KLCC, Kuala Lumpur	RM 1,900,000(RM 611.13 per sq. ft.)	3+1	5	3	Condominium | Corner lot 	 Built-up : 3,109 sq. ft. 	 Partly furnished
Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 22,500,000(RM 2045.45 per sq. ft.)	5+2	7	9	Bungalow | Corner lot 	 Built-up : 11,000 sq. ft. 	 Partly furnished
TIJANI, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 28,500,000(RM 1781.25 per sq. ft.)	6	8	12	Bungalow 	 Built-up : 16,000 sq. ft. 	 Partly furnished
Taman Yarl, OUG	OUG, Kuala Lumpur	RM 3,283,920(RM 547.32 per sq. ft.)	6+1	9	4	Bungalow | Intermediate 	 Built-up : 6,000 sq. ft. 	 Unfurnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 748.25 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,283 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,300,000(RM 846.91 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,535 sq. ft. 	 Partly furnished
Levenue Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1000 per sq. ft.)	4+2	5	4	Semi-detached House 	 Built-up : 3,600 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 1,630,000(RM 815 per sq. ft.)	4+1	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,000 sq. ft. 	 Partly furnished
The Oval, KLCC	KLCC, Kuala Lumpur	RM 3,500,000(RM 898.13 per sq. ft.)	4	4	None	Serviced Residence | Intermediate 	 Built-up : 3,897 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,800,000(RM 983.61 per sq. ft.)	4+1	4	2	Condominium 	 Built-up : 1,830 sq. ft. 	 Fully furnished
The Mansions, Mansions, Desa Park City, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 5,850,000(RM 941.57 per sq. ft.)	5+1	6	5	3-sty Terrace/Link House | Corner lot 	 Built-up : 6,213 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,550,000(RM 1036.1 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 1,496 sq. ft. 	 Fully furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,250,000(RM 1041.67 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,200 sq. ft. 	 Fully furnished
Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 15,000,000(RM 1000 per sq. ft.)	10+2	10	10	Bungalow | Corner lot 	 Built-up : 15,000 sq. ft. 	 Partly furnished
Hartamas Heights, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 12,800,000(RM 1056.02 per sq. ft.)	8+1	11	6	Bungalow | Corner lot 	 Built-up : 12,121 sq. ft. 	 Partly furnished
Paragon Heights, Bukit Jalil, Bandar Kinrara , Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,130,000(RM 333.53 per sq. ft.)	6	5	None	3-sty Terrace/Link House 	 Built-up : 3,388 sq. ft.	Unfurnished
Southlake Terraces, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,050,000(RM 931.82 per sq. ft.)	3+1	4	3	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,200 sq. ft. 	 Partly furnished
Altris Residences @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 365,000(RM 565.02 per sq. ft.)	2	2	1	Serviced Residence | Duplex 	 Built-up : 646 sq. ft.	Unfurnished
Jalan Setiabakti, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,500,000(RM 900 per sq. ft.)	6	4	4	Bungalow | Corner lot 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Bukit Damansara (Guarded), KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,800,000(RM 1360 per sq. ft.)	5	5	4	Bungalow 	 Built-up : 5,000 sq. ft.	Unfurnished
Bukit Tunku, Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 34,000,000(RM 1030.3 per sq. ft.)	9+2	10	12	Bungalow | Corner lot 	 Built-up : 33,000 sq. ft. 	 Partly furnished
New 2 Sty Garden Homes w Clubhouse @ Wangsa Maju, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 950,000(RM 413.04 per sq. ft.)	4	4	2	2-sty Terrace/Link House 	 Built-up : 2,300 sq. ft.	Unfurnished
TERASEK, Bangsar	Bangsar, Kuala Lumpur	RM 2,050,000(RM 820 per sq. ft.)	5	5	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,500 sq. ft. 	 Partly furnished
The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 880,000(RM 581.63 per sq. ft.)	4	3	2	Condominium | Corner lot 	 Built-up : 1,513 sq. ft. 	 Partly furnished
The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,120,000(RM 632.05 per sq. ft.)	4+1	4	4	Condominium | Corner lot 	 Built-up : 1,772 sq. ft. 	 Partly furnished
Hampshire Park Condominium, Hampshire Park, KLCC	KLCC, Kuala Lumpur	RM 3,100,000(RM 600.78 per sq. ft.)	5+1	6	3	Condominium | Penthouse 	 Built-up : 5,160 sq. ft. 	 Partly furnished
The Rainz, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,150,000(RM 595.85 per sq. ft.)	5+1	4	4	Condominium | Corner lot 	 Built-up : 1,930 sq. ft. 	 Partly furnished
The Breezeway Parkhome, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 984.68 per sq. ft.)	5	6	5	3-sty Terrace/Link House | Corner lot 	 Built-up : 3,656 sq. ft. 	 Partly furnished
Adora, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,920,000(RM 1010.53 per sq. ft.)	3+1	3	2	3-sty Terrace/Link House | End lot 	 Built-up : 1,900 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 0.86 per sq. ft.)	2	2	1	Serviced Residence | Corner lot 	 Built-up : 868,000 sq. ft. 	 Partly furnished
Sunway SPK, Sunway SPK Damansara, Sunway SPK	Sunway SPK, Kuala Lumpur	RM 2,800,000(RM 851.06 per sq. ft.)	5+1	4	4	2.5-sty Terrace/Link House | Corner lot 	 Built-up : 3,290 sq. ft. 	 Partly furnished
EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 470,000(RM 616.8 per sq. ft.)	Studio	2	1	Serviced Residence | Intermediate 	 Built-up : 762 sq. ft. 	 Partly furnished
kiara hills, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,650,000(RM 760.42 per sq. ft.)	4+2	5	4	3.5-sty Terrace/Link House | End lot 	 Built-up : 4,800 sq. ft. 	 Partly furnished
Villa Flora, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 820,000(RM 656 per sq. ft.)	2+1	2	1	Condominium | Intermediate 	 Built-up : 1,250 sq. ft. 	 Partly furnished
Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,100,000(RM 845.15 per sq. ft.)	4+1	6	2	Condominium | Duplex 	 Built-up : 3,668 sq. ft. 	 Partly furnished
Sixceylon, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 1,250,000(RM 803.86 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 1,555 sq. ft. 	 Fully furnished
Sixceylon, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 750,000(RM 896.06 per sq. ft.)	2	2	1	Condominium | Intermediate 	 Built-up : 837 sq. ft. 	 Fully furnished
Kiaramas Ayuria, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,220,000(RM 703.98 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 1,733 sq. ft. 	 Fully furnished
Bayu Seri Bintang, Sri Bintang, Kepong	Kepong, Kuala Lumpur	RM 2,980,000(RM 662.22 per sq. ft.)	5+1	5	6	Semi-detached House | End lot 	 Built-up : 4,500 sq. ft. 	 Fully furnished
Damansara heights, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 1,380,000(RM 690 per sq. ft.)	5	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,000 sq. ft. 	 Partly furnished
Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 560,100(RM 733.12 per sq. ft.)	2	2	1	Condominium | Corner lot 	 Built-up : 764 sq. ft. 	 Fully furnished
Arte Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 456,000(RM 923.08 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 494 sq. ft.	Unfurnished
Impian bukit tunku, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 6,500,000(RM 1085.14 per sq. ft.)	6+1	6	4	Bungalow | Intermediate 	 Built-up : 5,990 sq. ft. 	 Partly furnished
10 Mont Kiara @ MK10, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,150,000(RM 867.29 per sq. ft.)	4	4	3	Condominium | Corner lot 	 Built-up : 3,632 sq. ft. 	 Fully furnished
Midfields, Taman Sungai Besi, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 638,000(RM 327.18 per sq. ft.)	4	4	3	Condominium 	 Built-up : 1,950 sq. ft. 	 Partly furnished
Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 567,000(RM 742.15 per sq. ft.)	2	2	1	Condominium 	 Built-up : 764 sq. ft.	Unfurnished
Sunway Montana Taman Melawati, Taman Melawati	Taman Melawati, Kuala Lumpur	RM 1,800,000(RM 500 per sq. ft.)	4+1	6	4	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,600 sq. ft. 	 Unfurnished
Sunway Montana Taman Melawati, Taman Melawati	Taman Melawati, Kuala Lumpur	RM 1,450,000(RM 537.04 per sq. ft.)	3+1	4	3	2-sty Terrace/Link House 	 Built-up : 2,700 sq. ft. 	 Partly furnished
Kaleidoscope (Residensi Setiawangsa), Setiawangsa	Setiawangsa, Kuala Lumpur	RM 670,000(RM 560.2 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 1,196 sq. ft.	Unfurnished
Paragon Height, Bukit Jalil, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 978,000(RM 287.73 per sq. ft.)	5+1	6	3	3-sty Terrace/Link House 	 Built-up : 3,399 sq. ft. 	 Fully furnished
Plaza Metro Prima, Kepong	Kepong, Kuala Lumpur	RM 376,800(RM 358.86 per sq. ft.)	3	2	1	Apartment 	 Built-up : 1,050 sq. ft. 	 Fully furnished
Armani Residence, Cheras	Cheras, Kuala Lumpur	RM 690,000(RM 575 per sq. ft.)	4	3	2	Condominium 	 Built-up : 1,200 sq. ft.	Unfurnished
Four Seasons Place, KLCC	KLCC, Kuala Lumpur	RM 18,800,000(RM 2886.98 per sq. ft.)	5+1	6	3	Condominium | Duplex 	 Built-up : 6,512 sq. ft. 	 Fully furnished
Taman Taynton View, Cheras	Cheras, Kuala Lumpur	RM 3,299,999(RM 471.43 per sq. ft.)	7	6	None	Bungalow 	 Land area : 7,000 sq. ft. 	 Fully furnished
The Maple Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 630,000(RM 779.7 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 808 sq. ft. 	 Partly furnished
The Maple Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 725,000(RM 756.78 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 958 sq. ft. 	 Partly furnished
Altris Residences @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 365,000(RM 565.02 per sq. ft.)	2	2	1	Serviced Residence | Duplex 	 Built-up : 646 sq. ft.	Unfurnished
ZAABA, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,350,000(RM 865.38 per sq. ft.)	3+1	3	2	2-sty Terrace/Link House 	 Built-up : 1,560 sq. ft. 	 Partly furnished
ATHINAHAPAN TWO N HALF LVL, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,600,000(RM 1022.22 per sq. ft.)	5+1	4	4	Bungalow | Intermediate 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Persiaran Burhanuddin Helmi, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 5,180,000(RM 1036 per sq. ft.)	5+2	4	4	Bungalow | Intermediate 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Kepong Baru, Taman Ehsan, Desa Jaya, Kepong	Kepong, Kuala Lumpur	RM 510,000(RM 356.64 per sq. ft.)	3	2	2	1-sty Terrace/Link House 	 Built-up : 1,430 sq. ft.	Unfurnished
Athinahapan, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,700,000(RM 940 per sq. ft.)	5+1	4	3	Bungalow | Intermediate 	 Built-up : 5,000 sq. ft. 	 Partly furnished
Mercu Summer Suites, KL City, KLCC	KLCC, Kuala Lumpur	RM 800,000(RM 593.47 per sq. ft.)	2	2	None	Serviced Residence | Corner lot 	 Built-up : 1,348 sq. ft. 	 Partly furnished
ZAABA, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,180,000(RM 1045 per sq. ft.)	4+2	4	4	Bungalow 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Bandar Menjalara	Bandar Menjalara, Kuala Lumpur	RM 3,500,000(RM 886.52 per sq. ft.)	5+1	5	4	Semi-detached House | Intermediate 	 Built-up : 3,948 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 980,000(RM 763.83 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 1,283 sq. ft. 	 Partly furnished
